ID,Airline,Date_of_Journey,Source,Destination,Route,Arrival_Time,Duration,Total_Stops,Additional_Info, Price_EUR 
8492,British Airways,21-03-2019 10:45,Frankfurt,Rome,FRA _ CPH _ WAW _ FCO,22-03-2019 04:25,17h 40m,2 stops,In-flight meal not included, 85.7 
8493,Ryanair,21-03-2019 10:10,London,Frankfurt,LHR _ FRA,21-03-2019 13:00,2h 50m,non-stop,No info, 52.6 
8494,British Airways,09-03-2019 19:15,Frankfurt,Rome,FRA _ BER _ FCO,10-03-2019 04:25,9h 10m,1 stop,No info, 179.2 
8495,British Airways,01-04-2019 18:55,Paris,London,CDG _ WAW _ LHR,02-04-2019 04:40,9h 45m,1 stop,No info, 139.5 
8496,Ryanair,27-04-2019 18:25,London,Frankfurt,LHR _ FRA,27-04-2019 21:20,2h 55m,non-stop,No info, 53.1 
8497,British Airways,09-06-2019 09:40,Frankfurt,Rome,FRA _ CPH _ WAW _ FCO,10-06-2019 12:35,26h 55m,2 stops,No info, 143.2 
8498,British Airways,06-04-2019 07:05,Frankfurt,Rome,FRA _ BER _ FCO,06-04-2019 19:00,11h 55m,1 stop,In-flight meal not included, 59.5 
8499,Multiple carriers,15-05-2019 07:30,Frankfurt,Rome,FRA _ BER _ FCO,15-05-2019 19:00,11h 30m,1 stop,No info, 102.5 
8500,Lufthansa,09-05-2019 12:30,Frankfurt,Rome,FRA _ BER _ FCO,10-05-2019 09:25,20h 55m,1 stop,No info, 82.3 
8501,British Airways,18-03-2019 14:05,London,Frankfurt,LHR _ MXP _ FRA,18-03-2019 19:10,5h 5m,1 stop,No info, 163.0 
8502,Lufthansa,24-03-2019 20:30,Paris,London,CDG _ WAW _ LHR,25-03-2019 16:15,19h 45m,1 stop,No info, 133.9 
8503,Lufthansa,15-03-2019 05:50,London,Frankfurt,LHR _ BRU _ MUC _ FRA,15-03-2019 23:45,17h 55m,2 stops,No info, 84.3 
8504,Lufthansa,06-06-2019 17:15,Frankfurt,Rome,FRA _ CPH _ WAW _ FCO,07-06-2019 19:15,26h 00m,2 stops,No info, 140.6 
8505,Multiple carriers,27-05-2019 07:30,Frankfurt,Rome,FRA _ BER _ FCO,27-05-2019 19:15,11h 45m,1 stop,No info, 97.2 
8506,British Airways,01-05-2019 21:10,Paris,London,CDG _ WAW _ LHR,02-05-2019 10:05,12h 55m,1 stop,In-flight meal not included, 119.3 
8507,British Airways,24-05-2019 06:30,Paris,London,CDG _ WAW _ LHR,24-05-2019 19:50,13h 20m,1 stop,No info, 160.3 
8508,Ryanair,15-06-2019 07:30,Frankfurt,Rome,FRA _ BER _ FCO,15-06-2019 21:00,13h 30m,1 stop,No info, 67.0 
8509,Ryanair,06-03-2019 08:35,Frankfurt,Rome,FRA _ BER _ FCO,06-03-2019 16:10,7h 35m,1 stop,No info, 82.7 
8510,Ryanair,18-05-2019 14:25,Frankfurt,Rome,FRA _ FCO,18-05-2019 17:40,3h 15m,non-stop,No info, 66.2 
8511,British Airways,21-05-2019 10:00,Frankfurt,Rome,FRA _ BER _ FCO,22-05-2019 04:25,18h 25m,1 stop,In-flight meal not included, 141.9 
8512,Lufthansa,01-06-2019 19:00,Frankfurt,Rome,FRA _ BER _ FCO,02-06-2019 19:15,24h 15m,1 stop,No info, 96.7 
8513,Ryanair,15-05-2019 08:30,London,Frankfurt,LHR _ FRA,15-05-2019 11:20,2h 50m,non-stop,No info, 53.1 
8514,easyJet,01-04-2019 05:55,London,Frankfurt,LHR _ FRA,01-04-2019 08:35,2h 40m,non-stop,No check-in baggage included, 43.1 
8515,Ryanair,01-05-2019 13:15,Madrid,Paris,MAD _ CDG,01-05-2019 15:35,2h 20m,non-stop,No info, 39.6 
8516,easyJet,21-05-2019 05:45,Zurich,Amsterdam,ZRH _ AMS,21-05-2019 07:15,1h 30m,non-stop,No info, 22.2 
8517,Eurowings,27-06-2019 23:55,London,Frankfurt,LHR _ FRA,28-06-2019 02:45,2h 50m,non-stop,No info, 37.2 
8518,easyJet,18-06-2019 22:45,Zurich,Amsterdam,ZRH _ AMS,19-06-2019 00:15,1h 30m,non-stop,No check-in baggage included, 21.6 
8519,British Airways,24-06-2019 02:15,Frankfurt,Rome,FRA _ BER _ FCO,24-06-2019 12:35,10h 20m,1 stop,In-flight meal not included, 112.9 
8520,British Airways,03-03-2019 16:00,Frankfurt,Rome,FRA _ BER _ FCO,04-03-2019 04:25,12h 25m,1 stop,No info, 189.6 
8521,British Airways,09-06-2019 20:00,Paris,London,CDG _ WAW _ LHR,10-06-2019 04:40,8h 40m,1 stop,No info, 156.0 
8522,Ryanair,03-06-2019 02:00,Frankfurt,Rome,FRA _ BER _ FCO,03-06-2019 07:25,5h 25m,1 stop,No info, 62.0 
8523,Ryanair,15-04-2019 18:55,London,Frankfurt,LHR _ FRA,15-04-2019 21:50,2h 55m,non-stop,No info, 53.1 
8524,Lufthansa,21-05-2019 12:30,Frankfurt,Rome,FRA _ BER _ FCO,22-05-2019 09:25,20h 55m,1 stop,No info, 82.3 
8525,British Airways,09-06-2019 18:55,Paris,London,CDG _ WAW _ LHR,10-06-2019 16:20,21h 25m,1 stop,No info, 160.3 
8526,Ryanair,01-03-2019 09:10,Zurich,Amsterdam,ZRH _ AMS,01-03-2019 10:40,1h 30m,non-stop,No info, 154.0 
8527,British Airways,18-05-2019 20:25,Paris,London,CDG _ WAW _ LHR,19-05-2019 21:05,24h 40m,1 stop,No info, 155.7 
8528,Lufthansa,01-05-2019 21:05,London,Frankfurt,LHR _ FRA,01-05-2019 23:55,2h 50m,non-stop,No info, 67.3 
8529,easyJet,24-05-2019 08:20,Madrid,Paris,MAD _ CDG,24-05-2019 10:35,2h 15m,non-stop,No check-in baggage included, 39.0 
8530,Lufthansa,18-05-2019 19:45,Frankfurt,Rome,FRA _ CPH _ WAW _ FCO,19-05-2019 19:15,23h 30m,2 stops,No info, 117.2 
8531,British Airways,21-05-2019 23:05,Frankfurt,Rome,FRA _ CPH _ WAW _ FCO,23-05-2019 04:25,29h 20m,2 stops,No info, 166.4 
8532,Ryanair,24-06-2019 07:15,Frankfurt,Rome,FRA _ BER _ FCO,24-06-2019 12:30,5h 15m,1 stop,No info, 72.4 
8533,British Airways,27-05-2019 05:30,Frankfurt,Rome,FRA _ CPH _ WAW _ FCO,27-05-2019 12:35,7h 5m,2 stops,In-flight meal not included, 171.0 
8534,Ryanair,27-03-2019 18:35,Frankfurt,Rome,FRA _ BER _ FCO,28-03-2019 01:35,7h 00m,1 stop,No info, 94.3 
8535,Ryanair,09-03-2019 02:30,Zurich,Amsterdam,ZRH _ AMS,09-03-2019 04:00,1h 30m,non-stop,No info, 52.6 
8536,Ryanair,03-06-2019 05:05,Frankfurt,Rome,FRA _ BER _ FCO,03-06-2019 12:10,7h 5m,1 stop,No info, 75.0 
8537,British Airways,01-03-2019 14:05,London,Frankfurt,LHR _ MXP _ FRA,02-03-2019 09:30,19h 25m,1 stop,No info, 283.1 
8538,British Airways,09-04-2019 13:25,Frankfurt,Rome,FRA _ CPH _ WAW _ FCO,10-04-2019 19:00,29h 35m,2 stops,No info, 104.3 
8539,British Airways,24-06-2019 19:30,Frankfurt,Rome,FRA _ CPH _ WAW _ FCO,25-06-2019 12:35,17h 5m,2 stops,In-flight meal not included, 114.1 
8540,Multiple carriers,15-05-2019 09:00,Frankfurt,Rome,FRA _ BER _ FCO,15-05-2019 21:00,12h 00m,1 stop,No info, 88.8 
8541,Ryanair,01-03-2019 22:10,Paris,London,CDG _ LHR,02-03-2019 00:55,2h 45m,non-stop,No info, 52.6 
8542,British Airways,18-05-2019 20:00,Paris,London,CDG _ WAW _ LHR,19-05-2019 04:40,8h 40m,1 stop,No info, 153.4 
8543,British Airways,01-05-2019 16:30,Paris,London,CDG _ WAW _ LHR,01-05-2019 22:35,6h 5m,1 stop,In-flight meal not included, 119.3 
8544,British Airways,09-05-2019 06:30,Paris,London,CDG _ WAW _ LHR,09-05-2019 19:50,13h 20m,1 stop,In-flight meal not included, 119.3 
8545,easyJet,24-05-2019 09:00,Paris,London,CDG _ LHR,24-05-2019 11:25,2h 25m,non-stop,No check-in baggage included, 42.3 
8546,British Airways,15-05-2019 06:30,Paris,London,CDG _ WAW _ LHR,15-05-2019 16:20,9h 50m,1 stop,In-flight meal not included, 119.3 
8547,British Airways,27-03-2019 05:10,Frankfurt,Rome,FRA _ CPH _ WAW _ FCO,27-03-2019 18:50,13h 40m,2 stops,In-flight meal not included, 96.0 
8548,British Airways,01-05-2019 20:25,Paris,London,CDG _ WAW _ LHR,02-05-2019 14:25,18h 00m,1 stop,No info, 126.1 
8549,Multiple carriers,06-03-2019 09:00,Frankfurt,Rome,FRA _ BER _ FCO,06-03-2019 15:30,6h 30m,1 stop,No info, 165.9 
8550,Multiple carriers,06-06-2019 17:00,Frankfurt,Rome,FRA _ BER _ FCO,07-06-2019 01:30,8h 30m,1 stop,No info, 79.2 
8551,Lufthansa,24-06-2019 21:00,Frankfurt,Rome,FRA _ BER _ FCO,25-06-2019 07:40,10h 40m,1 stop,No info, 92.1 
8552,Multiple carriers,27-05-2019 16:00,Frankfurt,Rome,FRA _ BER _ FCO,28-05-2019 01:30,9h 30m,1 stop,In-flight meal not included, 80.4 
8553,easyJet,27-03-2019 08:45,Frankfurt,Rome,FRA _ BER _ FCO,27-03-2019 13:15,4h 30m,1 stop,No check-in baggage included, 48.6 
8554,Ryanair,18-04-2019 14:25,Paris,London,CDG _ LHR,18-04-2019 16:55,2h 30m,non-stop,No info, 57.5 
8555,British Airways,21-03-2019 05:45,London,Frankfurt,LHR _ MXP _ FRA,21-03-2019 16:10,10h 25m,1 stop,In-flight meal not included, 86.2 
8556,Ryanair,09-03-2019 01:30,London,Frankfurt,LHR _ FRA,09-03-2019 04:15,2h 45m,non-stop,No info, 75.5 
8557,Multiple carriers,06-03-2019 13:00,Frankfurt,Rome,FRA _ BER _ FCO,07-03-2019 01:35,12h 35m,1 stop,In-flight meal not included, 166.5 
8558,British Airways,27-03-2019 16:00,Frankfurt,Rome,FRA _ BER _ FCO,28-03-2019 19:45,27h 45m,1 stop,In-flight meal not included, 65.6 
8559,Lufthansa,27-03-2019 21:30,Frankfurt,Rome,FRA _ CPH _ WAW _ FCO,28-03-2019 19:15,21h 45m,2 stops,No info, 95.3 
8560,British Airways,21-05-2019 23:05,Frankfurt,Rome,FRA _ CPH _ WAW _ FCO,23-05-2019 04:25,29h 20m,2 stops,No info, 166.4 
8561,easyJet,18-05-2019 17:10,Paris,London,CDG _ LHR,18-05-2019 19:40,2h 30m,non-stop,No check-in baggage included, 42.3 
8562,Multiple carriers,09-06-2019 10:00,Frankfurt,Rome,FRA _ BER _ FCO,10-06-2019 01:30,15h 30m,1 stop,No info, 147.2 
8563,British Airways,09-03-2019 05:25,Frankfurt,Rome,FRA _ CPH _ WAW _ FCO,10-03-2019 04:25,23h 00m,2 stops,No info, 186.1 
8564,British Airways,09-06-2019 02:15,Frankfurt,Rome,FRA _ BER _ FCO,09-06-2019 19:00,16h 45m,1 stop,In-flight meal not included, 112.9 
8565,Ryanair,09-05-2019 17:35,Paris,London,CDG _ WAW _ LHR,09-05-2019 22:15,4h 40m,1 stop,No info, 59.3 
8566,British Airways,15-05-2019 21:10,Paris,London,CDG _ WAW _ LHR,16-05-2019 04:40,7h 30m,1 stop,No info, 158.3 
8567,British Airways,27-05-2019 05:30,Frankfurt,Rome,FRA _ CPH _ WAW _ FCO,27-05-2019 19:00,13h 30m,2 stops,No info, 166.4 
8568,Ryanair,15-05-2019 11:55,Frankfurt,Rome,FRA _ BER _ FCO,15-05-2019 22:30,10h 35m,1 stop,No info, 70.9 
8569,British Airways,03-06-2019 19:30,Frankfurt,Rome,FRA _ CPH _ WAW _ FCO,04-06-2019 12:35,17h 5m,2 stops,In-flight meal not included, 114.1 
8570,British Airways,21-03-2019 15:00,Frankfurt,Rome,FRA _ BER _ FCO,22-03-2019 18:50,27h 50m,1 stop,No info, 140.4 
8571,British Airways,06-06-2019 15:00,Frankfurt,Rome,FRA _ BER _ FCO,07-06-2019 04:25,13h 25m,1 stop,In-flight meal not included, 112.9 
8572,Multiple carriers,12-06-2019 08:00,Frankfurt,Rome,FRA _ BER _ FCO,12-06-2019 21:00,13h 00m,1 stop,No info, 81.5 
8573,Multiple carriers,27-06-2019 10:00,Frankfurt,Rome,FRA _ BER _ FCO,27-06-2019 21:00,11h 00m,1 stop,No info, 149.5 
8574,Lufthansa,15-05-2019 16:50,Paris,London,CDG _ WAW _ LHR,16-05-2019 07:55,15h 5m,1 stop,No info, 97.8 
8575,Ryanair,06-06-2019 10:35,Frankfurt,Rome,FRA _ BER _ FCO,07-06-2019 01:30,14h 55m,1 stop,No info, 64.7 
8576,British Airways,27-06-2019 13:00,Frankfurt,Rome,FRA _ BER _ FCO,28-06-2019 12:35,23h 35m,1 stop,In-flight meal not included, 112.9 
8577,British Airways,09-06-2019 21:10,Paris,London,CDG _ WAW _ LHR,10-06-2019 20:45,23h 35m,1 stop,In-flight meal not included, 119.3 
8578,British Airways,09-05-2019 06:30,Paris,London,CDG _ WAW _ LHR,09-05-2019 19:50,13h 20m,1 stop,No info, 162.6 
8579,Ryanair,15-03-2019 14:40,Madrid,Paris,MAD _ CDG,15-03-2019 17:05,2h 25m,non-stop,No info, 69.3 
8580,Eurowings,12-05-2019 22:50,Paris,London,CDG _ LHR,13-05-2019 01:20,2h 30m,non-stop,No info, 48.5 
8581,Lufthansa,09-06-2019 10:55,Frankfurt,Rome,FRA _ CPH _ WAW _ FCO,09-06-2019 19:15,8h 20m,2 stops,No info, 136.2 
8582,easyJet,03-05-2019 13:15,Zurich,Amsterdam,ZRH _ AMS,03-05-2019 14:45,1h 30m,non-stop,No info, 22.2 
8583,Lufthansa,06-03-2019 19:00,Zurich,Amsterdam,ZRH _ GVA _ AMS,07-03-2019 09:10,14h 10m,1 stop,No info, 135.4 
8584,easyJet,18-03-2019 17:45,Madrid,Paris,MAD _ CDG,18-03-2019 20:05,2h 20m,non-stop,No info, 37.2 
8585,British Airways,15-03-2019 08:55,London,Frankfurt,LHR _ MXP _ FRA,15-03-2019 16:10,7h 15m,1 stop,In-flight meal not included, 100.5 
8586,Ryanair,18-05-2019 02:00,Frankfurt,Rome,FRA _ BER _ FCO,18-05-2019 07:25,5h 25m,1 stop,No info, 82.1 
8587,Multiple carriers,27-04-2019 07:10,Frankfurt,Rome,FRA _ BER _ FCO,27-04-2019 16:10,9h 00m,1 stop,In-flight meal not included, 67.0 
8588,Multiple carriers,03-03-2019 04:00,Frankfurt,Rome,FRA _ BER _ FCO,03-03-2019 18:50,14h 50m,1 stop,No info, 167.6 
8589,British Airways,01-05-2019 07:05,Zurich,Amsterdam,ZRH _ AMS,01-05-2019 08:30,1h 25m,non-stop,In-flight meal not included, 54.9 
8590,Lufthansa,24-05-2019 14:10,Frankfurt,Rome,FRA _ FCO,24-05-2019 17:10,3h 00m,non-stop,No info, 76.3 
8591,British Airways,01-04-2019 21:10,Paris,London,CDG _ WAW _ LHR,02-04-2019 10:05,12h 55m,1 stop,No info, 151.6 
8592,Eurowings,15-06-2019 10:20,Paris,London,CDG _ LHR,15-06-2019 12:55,2h 35m,non-stop,No info, 48.5 
8593,Multiple carriers,27-05-2019 13:00,Frankfurt,Rome,FRA _ BER _ FCO,27-05-2019 19:15,6h 15m,1 stop,No info, 174.9 
8594,Lufthansa,21-05-2019 17:15,Frankfurt,Rome,FRA _ CPH _ WAW _ FCO,22-05-2019 19:15,26h 00m,2 stops,No info, 131.9 
8595,easyJet,03-06-2019 13:15,Zurich,Amsterdam,ZRH _ AMS,03-06-2019 14:45,1h 30m,non-stop,No info, 22.2 
8596,Multiple carriers,01-06-2019 04:55,Frankfurt,Rome,FRA _ BER _ FCO,01-06-2019 19:00,14h 5m,1 stop,No info, 122.1 
8597,Ryanair,21-05-2019 17:30,Frankfurt,Rome,FRA _ BER _ FCO,22-05-2019 01:30,8h 00m,1 stop,No info, 74.7 
8598,British Airways,01-05-2019 21:10,Paris,London,CDG _ WAW _ LHR,02-05-2019 09:20,12h 10m,1 stop,In-flight meal not included, 119.3 
8599,Multiple carriers,09-03-2019 15:05,Frankfurt,Rome,FRA _ CPH _ WAW _ FCO,10-03-2019 01:35,10h 30m,2 stops,No info, 380.7 
8600,Lufthansa,15-05-2019 14:10,Frankfurt,Rome,FRA _ FCO,15-05-2019 17:10,3h 00m,non-stop,No info, 67.0 
8601,Ryanair,09-05-2019 15:15,Paris,London,CDG _ WAW _ LHR,09-05-2019 20:30,5h 15m,1 stop,No info, 50.2 
8602,Lufthansa,27-05-2019 05:15,Frankfurt,Rome,FRA _ CPH _ MXP _ MUC _ FCO,28-05-2019 19:15,38h 00m,3 stops,No info, 115.4 
8603,Lufthansa,27-06-2019 19:45,Frankfurt,Rome,FRA _ CPH _ WAW _ FCO,28-06-2019 19:15,23h 30m,2 stops,No info, 106.2 
8604,Lufthansa,18-03-2019 06:45,London,Frankfurt,LHR _ BRU _ MUC _ FRA,19-03-2019 10:35,27h 50m,2 stops,No info, 135.4 
8605,Lufthansa,15-05-2019 10:00,London,Frankfurt,LHR _ FRA,15-05-2019 12:45,2h 45m,non-stop,No info, 76.6 
8606,Multiple carriers,15-05-2019 06:00,Frankfurt,Rome,FRA _ BER _ FCO,15-05-2019 12:35,6h 35m,1 stop,No info, 107.7 
8607,Multiple carriers,27-05-2019 17:30,Frankfurt,Rome,FRA _ BER _ FCO,28-05-2019 01:30,8h 00m,1 stop,No info, 147.2 
8608,British Airways,27-05-2019 02:15,Frankfurt,Rome,FRA _ BER _ FCO,27-05-2019 19:00,16h 45m,1 stop,In-flight meal not included, 141.9 
8609,Multiple carriers,27-06-2019 11:25,Frankfurt,Rome,FRA _ BER _ FCO,27-06-2019 19:15,7h 50m,1 stop,No info, 78.7 
8610,Multiple carriers,24-06-2019 15:00,Frankfurt,Rome,FRA _ BER _ FCO,25-06-2019 01:30,10h 30m,1 stop,No info, 147.2 
8611,Air France,03-05-2019 11:30,London,Frankfurt,LHR _ FRA,03-05-2019 14:20,2h 50m,non-stop,No info, 51.4 
8612,Ryanair,01-03-2019 07:30,London,Frankfurt,LHR _ MXP _ FRA,01-03-2019 12:20,4h 50m,1 stop,No info, 89.2 
8613,British Airways,06-04-2019 08:20,London,Frankfurt,LHR _ FRA,06-04-2019 11:20,3h 00m,non-stop,In-flight meal not included, 50.0 
8614,Lufthansa,27-06-2019 16:40,Frankfurt,Rome,FRA _ CPH _ WAW _ FCO,28-06-2019 19:15,26h 35m,2 stops,No info, 106.2 
8615,British Airways,01-05-2019 08:25,Paris,London,CDG _ WAW _ LHR,01-05-2019 18:15,9h 50m,1 stop,No info, 162.6 
8616,Air France Premium Economy,06-04-2019 11:30,London,Frankfurt,LHR _ FRA,06-04-2019 14:20,2h 50m,non-stop,No info, 65.7 
8617,easyJet,03-04-2019 13:15,Zurich,Amsterdam,ZRH _ AMS,03-04-2019 14:45,1h 30m,non-stop,No info, 22.2 
8618,British Airways,06-06-2019 17:00,Paris,London,CDG _ WAW _ LHR,06-06-2019 23:35,6h 35m,1 stop,No info, 155.7 
8619,British Airways,09-06-2019 16:30,Paris,London,CDG _ WAW _ LHR,10-06-2019 04:40,12h 10m,1 stop,No info, 151.0 
8620,British Airways,03-03-2019 09:00,Frankfurt,Rome,FRA _ BER _ FCO,03-03-2019 18:50,9h 50m,1 stop,In-flight meal not included, 169.4 
8621,British Airways,09-05-2019 09:35,Paris,London,CDG _ WAW _ LHR,10-05-2019 10:55,25h 20m,1 stop,In-flight meal not included, 88.7 
8622,British Airways,03-03-2019 05:40,Frankfurt,Rome,FRA _ CPH _ WAW _ FCO,04-03-2019 18:50,37h 10m,2 stops,No info, 234.5 
8623,Lufthansa,01-03-2019 11:05,London,Frankfurt,LHR _ MXP _ FRA,01-03-2019 22:45,11h 40m,1 stop,No info, 154.8 
8624,British Airways,15-03-2019 15:50,Zurich,Amsterdam,ZRH _ AMS,15-03-2019 17:20,1h 30m,non-stop,In-flight meal not included, 27.2 
8625,Ryanair,24-04-2019 20:20,Paris,London,CDG _ LHR,24-04-2019 22:55,2h 35m,non-stop,No info, 52.8 
8626,Lufthansa,15-03-2019 05:50,London,Frankfurt,LHR _ MXP _ FRA,15-03-2019 12:55,7h 5m,1 stop,No info, 99.3 
8627,Ryanair,12-05-2019 04:40,Paris,London,CDG _ LHR,12-05-2019 07:15,2h 35m,non-stop,No info, 52.8 
8628,British Airways,09-05-2019 23:05,Frankfurt,Rome,FRA _ CPH _ WAW _ FCO,10-05-2019 19:00,19h 55m,2 stops,No info, 166.4 
8629,Ryanair,24-03-2019 19:05,Zurich,Amsterdam,ZRH _ AMS,24-03-2019 20:30,1h 25m,non-stop,No info, 30.3 
8630,British Airways,01-04-2019 21:10,Paris,London,CDG _ WAW _ LHR,02-04-2019 08:15,11h 5m,1 stop,No info, 147.0 
8631,Ryanair,24-03-2019 17:35,Paris,London,CDG _ WAW _ LHR,24-03-2019 22:15,4h 40m,1 stop,No info, 76.3 
8632,British Airways,18-05-2019 23:05,Frankfurt,Rome,FRA _ CPH _ WAW _ FCO,19-05-2019 12:35,13h 30m,2 stops,No info, 166.4 
8633,Multiple carriers,09-06-2019 11:25,Frankfurt,Rome,FRA _ BER _ FCO,09-06-2019 19:00,7h 35m,1 stop,No info, 123.2 
8634,British Airways,15-05-2019 02:55,Zurich,Amsterdam,ZRH _ AMS,15-05-2019 04:20,1h 25m,non-stop,In-flight meal not included, 35.3 
8635,British Airways,18-06-2019 10:20,Zurich,Amsterdam,ZRH _ AMS,18-06-2019 11:50,1h 30m,non-stop,No info, 88.4 
8636,British Airways,12-06-2019 14:35,Frankfurt,Rome,FRA _ CPH _ WAW _ FCO,13-06-2019 04:25,13h 50m,2 stops,In-flight meal not included, 120.1 
8637,Ryanair,27-06-2019 07:35,Frankfurt,Rome,FRA _ BER _ FCO,27-06-2019 16:10,8h 35m,1 stop,No info, 70.9 
8638,Ryanair,01-04-2019 14:20,Frankfurt,Rome,FRA _ FCO,01-04-2019 17:35,3h 15m,non-stop,No info, 52.0 
8639,Ryanair,06-03-2019 11:55,Frankfurt,Rome,FRA _ BER _ FCO,06-03-2019 22:20,10h 25m,1 stop,No info, 70.9 
8640,easyJet,12-06-2019 22:20,Paris,London,CDG _ LHR,13-06-2019 00:40,2h 20m,non-stop,No check-in baggage included, 42.3 
8641,Lufthansa,03-06-2019 19:45,Frankfurt,Rome,FRA _ CPH _ WAW _ FCO,04-06-2019 19:15,23h 30m,2 stops,No info, 114.9 
8642,Multiple carriers,01-06-2019 10:00,Frankfurt,Rome,FRA _ BER _ FCO,01-06-2019 21:00,11h 00m,1 stop,No info, 149.5 
8643,British Airways,15-05-2019 20:25,Paris,London,CDG _ WAW _ LHR,16-05-2019 14:25,18h 00m,1 stop,No info, 126.1 
8644,Ryanair,03-03-2019 13:20,Madrid,Paris,MAD _ CDG,03-03-2019 15:35,2h 15m,non-stop,No info, 80.2 
8645,easyJet,01-05-2019 09:45,Madrid,Paris,MAD _ CDG,01-05-2019 12:00,2h 15m,non-stop,No info, 39.6 
8646,Multiple carriers,09-05-2019 06:40,Frankfurt,Rome,FRA _ BER _ FCO,09-05-2019 19:15,12h 35m,1 stop,No info, 85.7 
8647,Ryanair,06-03-2019 06:40,Frankfurt,Rome,FRA _ BER _ FCO,06-03-2019 21:00,14h 20m,1 stop,No info, 163.6 
8648,Ryanair,15-06-2019 15:40,Madrid,Paris,MAD _ CDG,15-06-2019 18:25,2h 45m,non-stop,No info, 38.9 
8649,Ryanair,01-06-2019 06:50,Frankfurt,Rome,FRA _ BER _ FCO,01-06-2019 22:30,15h 40m,1 stop,No info, 70.9 
8650,Eurowings,24-06-2019 11:10,London,Frankfurt,LHR _ FRA,24-06-2019 13:55,2h 45m,non-stop,No info, 37.2 
8651,Eurowings,18-04-2019 22:50,Paris,London,CDG _ LHR,19-04-2019 01:20,2h 30m,non-stop,No info, 48.5 
8652,Ryanair,09-05-2019 07:55,Madrid,Paris,MAD _ CDG,09-05-2019 10:15,2h 20m,non-stop,No info, 42.4 
8653,Multiple carriers,24-06-2019 13:15,Frankfurt,Rome,FRA _ BER _ FCO,24-06-2019 22:30,9h 15m,1 stop,No info, 88.2 
8654,British Airways,01-04-2019 20:25,Paris,London,CDG _ WAW _ LHR,02-04-2019 15:05,18h 40m,1 stop,No info, 126.1 
8655,Air France,06-06-2019 11:30,London,Frankfurt,LHR _ FRA,06-06-2019 14:20,2h 50m,non-stop,No info, 51.4 
8656,British Airways,24-06-2019 17:35,Frankfurt,Rome,FRA _ CPH _ WAW _ FCO,25-06-2019 19:00,25h 25m,2 stops,No info, 153.1 
8657,Lufthansa,06-05-2019 06:20,Zurich,Amsterdam,ZRH _ AMS,06-05-2019 07:40,1h 20m,non-stop,No info, 39.9 
8658,Eurowings,18-05-2019 19:55,Paris,London,CDG _ LHR,18-05-2019 22:25,2h 30m,non-stop,No info, 65.9 
8659,Ryanair,21-04-2019 04:00,London,Frankfurt,LHR _ FRA,21-04-2019 06:50,2h 50m,non-stop,No info, 48.7 
8660,British Airways,18-06-2019 09:50,Frankfurt,Rome,FRA _ FCO,18-06-2019 13:05,3h 15m,non-stop,No info, 105.2 
8661,British Airways,12-06-2019 16:30,Paris,London,CDG _ WAW _ LHR,13-06-2019 18:15,25h 45m,1 stop,In-flight meal not included, 93.8 
8662,Lufthansa,06-06-2019 20:45,Paris,London,CDG _ LHR,06-06-2019 23:20,2h 35m,non-stop,No info, 45.6 
8663,Ryanair,03-05-2019 17:15,Paris,London,CDG _ LHR,03-05-2019 19:50,2h 35m,non-stop,No info, 52.8 
8664,Ryanair,01-06-2019 14:20,Frankfurt,Rome,FRA _ BER _ FCO,01-06-2019 22:30,8h 10m,1 stop,No info, 76.3 
8665,British Airways,06-03-2019 08:00,London,Frankfurt,LHR _ MXP _ FRA,07-03-2019 07:40,23h 40m,1 stop,No info, 163.0 
8666,Multiple carriers,06-03-2019 07:30,Frankfurt,Rome,FRA _ BER _ FCO,06-03-2019 19:15,11h 45m,1 stop,No info, 165.9 
8667,British Airways,15-06-2019 09:40,Frankfurt,Rome,FRA _ CPH _ WAW _ FCO,15-06-2019 19:00,9h 20m,2 stops,No info, 143.2 
8668,Lufthansa,09-06-2019 05:50,Paris,London,CDG _ BRU _ MUC _ LHR,09-06-2019 20:25,14h 35m,2 stops,No info, 123.2 
8669,British Airways,06-06-2019 20:25,Paris,London,CDG _ WAW _ LHR,07-06-2019 18:00,21h 35m,1 stop,No info, 139.6 
8670,Multiple carriers,01-06-2019 09:45,Frankfurt,Rome,FRA _ BER _ FCO,01-06-2019 16:10,6h 25m,1 stop,No info, 106.1 
8671,British Airways,24-05-2019 22:50,Frankfurt,Rome,FRA _ BER _ FCO,25-05-2019 04:25,5h 35m,1 stop,No info, 176.9 
8672,Lufthansa,15-05-2019 09:10,Paris,London,CDG _ BRU _ MUC _ LHR,16-05-2019 11:05,25h 55m,2 stops,No info, 67.3 
8673,Multiple carriers,09-06-2019 15:15,Frankfurt,Rome,FRA _ BER _ FCO,10-06-2019 01:30,10h 15m,1 stop,No info, 74.7 
8674,Lufthansa,01-06-2019 21:05,Zurich,Amsterdam,ZRH _ AMS,01-06-2019 22:25,1h 20m,non-stop,No info, 34.1 
8675,British Airways,09-05-2019 02:15,Frankfurt,Rome,FRA _ BER _ FCO,09-05-2019 12:35,10h 20m,1 stop,No info, 174.4 
8676,Air France,06-06-2019 07:05,Madrid,Paris,MAD _ CDG,06-06-2019 09:20,2h 15m,non-stop,No info, 40.6 
8677,Ryanair,12-04-2019 16:55,London,Frankfurt,LHR _ FRA,12-04-2019 19:55,3h 00m,non-stop,No info, 54.9 
